Year,Month,Day,Province,City,PM2.5,PM10,SO2,NO2,CO,O3_8h,PM2.5_IAQI,PM10_IAQI,CO_IAQI,NO2_IAQI,SO2_IAQI,O3_8h_IAQI,AQI,首要污染物,空气质量等级
2024,8,16, 北京市 ,北京,27 ,42 ,3 ,19 ,0.63 ,102 ,39 ,42 ,16 ,24 ,3 ,52 ,52 ,臭氧(O3),良
2024,8,17, 北京市 ,北京,23 ,33 ,3 ,13 ,0.62 ,138 ,33 ,33 ,16 ,16 ,3 ,82 ,82 ,臭氧(O3),良
2024,8,18, 北京市 ,北京,14 ,19 ,3 ,9 ,0.55 ,121 ,20 ,19 ,14 ,11 ,3 ,68 ,68 ,臭氧(O3),良
2024,8,19, 北京市 ,北京,14 ,20 ,3 ,10 ,0.53 ,108 ,20 ,20 ,13 ,12 ,3 ,57 ,57 ,臭氧(O3),良
2024,8,20, 北京市 ,北京,7 ,12 ,3 ,11 ,0.50 ,66 ,10 ,12 ,12 ,14 ,3 ,33 ,33 ,,优
2024,8,21, 北京市 ,北京,9 ,15 ,3 ,11 ,0.50 ,113 ,13 ,15 ,12 ,14 ,3 ,61 ,61 ,臭氧(O3),良
2024,8,22, 北京市 ,北京,10 ,21 ,3 ,14 ,0.44 ,100 ,14 ,21 ,11 ,18 ,3 ,50 ,50 ,,优
2024,8,23, 北京市 ,北京,20 ,38 ,3 ,15 ,0.65 ,144 ,29 ,38 ,16 ,19 ,3 ,87 ,87 ,臭氧(O3),良
2024,8,24, 北京市 ,北京,14 ,26 ,3 ,13 ,0.48 ,142 ,20 ,26 ,12 ,16 ,3 ,85 ,85 ,臭氧(O3),良
2024,8,25, 北京市 ,北京,16 ,30 ,3 ,15 ,0.49 ,95 ,23 ,30 ,12 ,19 ,3 ,48 ,48 ,,优
2024,8,26, 北京市 ,北京,8 ,12 ,3 ,8 ,0.43 ,93 ,11 ,12 ,11 ,10 ,3 ,46 ,46 ,,优
2024,8,27, 北京市 ,北京,9 ,16 ,3 ,14 ,0.34 ,94 ,13 ,16 ,8 ,18 ,3 ,47 ,47 ,,优
2024,8,28, 北京市 ,北京,14 ,27 ,3 ,17 ,0.41 ,127 ,20 ,27 ,10 ,21 ,3 ,72 ,72 ,臭氧(O3),良
2024,8,29, 北京市 ,北京,21 ,38 ,3 ,18 ,0.48 ,159 ,30 ,38 ,12 ,22 ,3 ,99 ,99 ,臭氧(O3),良
2024,8,30, 北京市 ,北京,28 ,49 ,3 ,19 ,0.59 ,178 ,40 ,49 ,15 ,24 ,3 ,116 ,116 ,臭氧(O3),轻度污染
2024,8,31, 北京市 ,北京,34 ,53 ,3 ,15 ,0.70 ,,49 ,52 ,18 ,19 ,3 ,,,,
2024,9,1, 北京市 ,北京,11 ,19 ,3 ,13 ,0.40 ,77 ,16 ,19 ,10 ,16 ,3 ,38 ,38 ,,优
2024,9,2, 北京市 ,北京,4 ,12 ,3 ,12 ,0.28 ,97 ,6 ,12 ,7 ,15 ,3 ,48 ,48 ,,优
2024,9,3, 北京市 ,北京,14 ,33 ,3 ,19 ,0.42 ,106 ,20 ,33 ,10 ,24 ,3 ,55 ,55 ,臭氧(O3),良
2024,9,4, 北京市 ,北京,38 ,63 ,3 ,20 ,0.64 ,82 ,54 ,56 ,16 ,25 ,3 ,41 ,56 ,颗粒物(PM10),良
2024,9,5, 北京市 ,北京,8 ,11 ,3 ,13 ,0.35 ,71 ,11 ,11 ,9 ,16 ,3 ,36 ,36 ,,优
2024,9,6, 北京市 ,北京,8 ,18 ,3 ,18 ,0.39 ,113 ,11 ,18 ,10 ,22 ,3 ,61 ,61 ,臭氧(O3),良
2024,9,7, 北京市 ,北京,13 ,22 ,3 ,13 ,0.40 ,65 ,19 ,22 ,10 ,16 ,3 ,32 ,32 ,,优
2024,9,8, 北京市 ,北京,17 ,27 ,3 ,18 ,0.49 ,53 ,24 ,27 ,12 ,22 ,3 ,26 ,27 ,,优
2024,9,9, 北京市 ,北京,41 ,53 ,3 ,21 ,0.94 ,49 ,58 ,52 ,24 ,26 ,3 ,24 ,58 ,细颗粒物(PM2.5),良
2024,9,10, 北京市 ,北京,4 ,9 ,3 ,16 ,0.35 ,55 ,6 ,9 ,9 ,20 ,3 ,28 ,28 ,,优
2024,9,11, 北京市 ,北京,7 ,20 ,3 ,20 ,0.40 ,56 ,10 ,20 ,10 ,25 ,3 ,28 ,28 ,,优
2024,9,12, 北京市 ,北京,8 ,22 ,3 ,21 ,0.39 ,99 ,11 ,22 ,10 ,26 ,3 ,50 ,50 ,,优
2024,9,13, 北京市 ,北京,12 ,31 ,3 ,21 ,0.46 ,125 ,17 ,31 ,12 ,26 ,3 ,71 ,71 ,臭氧(O3),良
2024,9,14, 北京市 ,北京,7 ,19 ,3 ,13 ,0.33 ,62 ,10 ,19 ,8 ,16 ,3 ,31 ,31 ,,优
2024,9,15, 北京市 ,北京,12 ,28 ,3 ,21 ,0.40 ,96 ,17 ,28 ,10 ,26 ,3 ,48 ,48 ,,优
2024,9,16, 北京市 ,北京,18 ,38 ,3 ,21 ,0.46 ,109 ,26 ,38 ,12 ,26 ,3 ,58 ,58 ,臭氧(O3),良
2024,9,17, 北京市 ,北京,13 ,24 ,3 ,14 ,0.46 ,103 ,19 ,24 ,12 ,18 ,3 ,52 ,52 ,臭氧(O3),良
2024,9,18, 北京市 ,北京,21 ,39 ,4 ,15 ,0.72 ,105 ,30 ,39 ,18 ,19 ,4 ,54 ,54 ,臭氧(O3),良
2024,9,19, 北京市 ,北京,30 ,55 ,3 ,20 ,0.75 ,152 ,43 ,52 ,19 ,25 ,3 ,93 ,93 ,臭氧(O3),良
2024,9,20, 北京市 ,北京,15 ,23 ,3 ,13 ,0.45 ,55 ,21 ,23 ,11 ,16 ,3 ,28 ,28 ,,优
2024,9,21, 北京市 ,北京,2 ,5 ,3 ,10 ,0.23 ,74 ,3 ,5 ,6 ,12 ,3 ,37 ,37 ,,优
2024,9,22, 北京市 ,北京,5 ,12 ,3 ,16 ,0.23 ,74 ,7 ,12 ,6 ,20 ,3 ,37 ,37 ,,优
2024,9,23, 北京市 ,北京,16 ,35 ,3 ,24 ,0.33 ,104 ,23 ,35 ,8 ,30 ,3 ,53 ,53 ,臭氧(O3),良
2024,9,24, 北京市 ,北京,34 ,63 ,3 ,29 ,0.50 ,151 ,49 ,56 ,12 ,36 ,3 ,92 ,92 ,臭氧(O3),良
2024,9,25, 北京市 ,北京,24 ,33 ,3 ,19 ,0.44 ,75 ,34 ,33 ,11 ,24 ,3 ,38 ,38 ,,优
2024,9,26, 北京市 ,北京,20 ,36 ,3 ,26 ,0.57 ,77 ,29 ,36 ,14 ,32 ,3 ,38 ,38 ,,优
2024,9,27, 北京市 ,北京,27 ,47 ,3 ,27 ,0.57 ,72 ,39 ,47 ,14 ,34 ,3 ,36 ,47 ,,优
2024,9,29, 北京市 ,北京,48 ,69 ,3 ,20 ,0.82 ,95 ,66 ,60 ,20 ,25 ,3 ,48 ,66 ,细颗粒物(PM2.5),良
2024,9,30, 北京市 ,北京,2 ,5 ,3 ,14 ,0.34 ,45 ,3 ,5 ,8 ,18 ,3 ,22 ,22 ,,优
2024,10,1, 北京市 ,北京,3 ,7 ,3 ,9 ,0.21 ,61 ,4 ,7 ,5 ,11 ,3 ,30 ,30 ,,优
2024,10,2, 北京市 ,北京,7 ,16 ,3 ,17 ,0.27 ,64 ,10 ,16 ,7 ,21 ,3 ,32 ,32 ,,优
2024,10,3, 北京市 ,北京,15 ,31 ,3 ,22 ,0.35 ,82 ,21 ,31 ,9 ,28 ,3 ,41 ,41 ,,优
2024,10,4, 北京市 ,北京,43 ,73 ,3 ,30 ,0.52 ,115 ,60 ,62 ,13 ,38 ,3 ,62 ,62 ,颗粒物(PM10),良
2024,10,5, 北京市 ,北京,60 ,92 ,3 ,33 ,0.59 ,131 ,81 ,71 ,15 ,41 ,3 ,76 ,81 ,细颗粒物(PM2.5),良
2024,10,6, 北京市 ,北京,59 ,85 ,3 ,31 ,0.63 ,67 ,80 ,68 ,16 ,39 ,3 ,34 ,80 ,细颗粒物(PM2.5),良
2024,10,7, 北京市 ,北京,13 ,19 ,3 ,19 ,0.34 ,65 ,19 ,19 ,8 ,24 ,3 ,32 ,32 ,,优
2024,10,8, 北京市 ,北京,13 ,27 ,2 ,25 ,0.36 ,75 ,19 ,27 ,9 ,31 ,2 ,38 ,38 ,,优
2024,10,9, 北京市 ,北京,55 ,89 ,3 ,43 ,0.62 ,53 ,75 ,70 ,16 ,54 ,3 ,26 ,75 ,细颗粒物(PM2.5),良
2024,10,10, 北京市 ,北京,5 ,13 ,2 ,18 ,0.24 ,67 ,7 ,13 ,6 ,22 ,2 ,34 ,34 ,,优
2024,10,11, 北京市 ,北京,25 ,58 ,3 ,39 ,0.45 ,64 ,36 ,54 ,11 ,49 ,3 ,32 ,54 ,颗粒物(PM10),良
2024,10,12, 北京市 ,北京,62 ,107 ,4 ,38 ,0.76 ,118 ,84 ,78 ,19 ,48 ,4 ,65 ,84 ,细颗粒物(PM2.5),良
2024,10,13, 北京市 ,北京,87 ,127 ,3 ,29 ,1.26 ,73 ,115 ,88 ,32 ,36 ,3 ,36 ,115 ,细颗粒物(PM2.5),轻度污染
2024,10,14, 北京市 ,北京,91 ,121 ,3 ,30 ,1.20 ,93 ,120 ,86 ,30 ,38 ,3 ,46 ,120 ,细颗粒物(PM2.5),轻度污染
2024,10,15, 北京市 ,北京,23 ,36 ,3 ,21 ,0.43 ,66 ,33 ,36 ,11 ,26 ,3 ,33 ,36 ,,优
2024,10,16, 北京市 ,北京,19 ,46 ,3 ,29 ,0.57 ,52 ,27 ,46 ,14 ,36 ,3 ,26 ,46 ,,优
2024,10,17, 北京市 ,北京,34 ,64 ,3 ,32 ,0.64 ,32 ,49 ,57 ,16 ,40 ,3 ,16 ,57 ,颗粒物(PM10),良
2024,10,18, 北京市 ,北京,23 ,32 ,3 ,18 ,0.53 ,52 ,33 ,32 ,13 ,22 ,3 ,26 ,33 ,,优
2024,10,19, 北京市 ,北京,3 ,9 ,3 ,13 ,0.21 ,55 ,4 ,9 ,5 ,16 ,3 ,28 ,28 ,,优
2024,10,20, 北京市 ,北京,15 ,34 ,3 ,27 ,0.40 ,41 ,21 ,34 ,10 ,34 ,3 ,20 ,34 ,,优
2024,10,21, 北京市 ,北京,36 ,56 ,3 ,31 ,0.48 ,40 ,51 ,53 ,12 ,39 ,3 ,20 ,53 ,颗粒物(PM10),良
2024,10,22, 北京市 ,北京,11 ,20 ,2 ,20 ,0.29 ,60 ,16 ,20 ,7 ,25 ,2 ,30 ,30 ,,优
2024,10,23, 北京市 ,北京,22 ,45 ,3 ,37 ,0.45 ,45 ,31 ,45 ,11 ,46 ,3 ,22 ,46 ,,优
2024,10,24, 北京市 ,北京,43 ,72 ,3 ,40 ,0.57 ,65 ,60 ,61 ,14 ,50 ,3 ,32 ,61 ,颗粒物(PM10),良
2024,10,25, 北京市 ,北京,115 ,155 ,3 ,46 ,0.80 ,81 ,150 ,102 ,20 ,58 ,3 ,40 ,150 ,细颗粒物(PM2.5),轻度污染
2024,10,26, 北京市 ,北京,153 ,196 ,3 ,44 ,1.07 ,59 ,203 ,123 ,27 ,55 ,3 ,30 ,203 ,细颗粒物(PM2.5),重度污染
2024,10,27, 北京市 ,北京,11 ,18 ,3 ,23 ,0.32 ,60 ,16 ,18 ,8 ,29 ,3 ,30 ,30 ,,优
2024,10,28, 北京市 ,北京,23 ,48 ,3 ,35 ,0.42 ,62 ,33 ,48 ,10 ,44 ,3 ,31 ,48 ,,优
2024,10,29, 北京市 ,北京,68 ,105 ,3 ,48 ,0.64 ,68 ,91 ,78 ,16 ,60 ,3 ,34 ,91 ,细颗粒物(PM2.5),良
2024,10,30, 北京市 ,北京,67 ,100 ,4 ,43 ,0.83 ,58 ,90 ,75 ,21 ,54 ,4 ,29 ,90 ,细颗粒物(PM2.5),良
2024,10,31, 北京市 ,北京,104 ,145 ,3 ,49 ,0.93 ,37 ,136 ,98 ,23 ,61 ,3 ,18 ,136 ,细颗粒物(PM2.5),轻度污染
2024,11,1, 北京市 ,北京,99 ,136 ,3 ,34 ,0.91 ,82 ,130 ,93 ,23 ,42 ,3 ,41 ,130 ,细颗粒物(PM2.5),轻度污染
2024,11,2, 北京市 ,北京,92 ,122 ,3 ,35 ,0.93 ,53 ,121 ,86 ,23 ,44 ,3 ,26 ,121 ,细颗粒物(PM2.5),轻度污染
2024,11,3, 北京市 ,北京,43 ,61 ,3 ,19 ,0.54 ,76 ,60 ,56 ,14 ,24 ,3 ,38 ,60 ,细颗粒物(PM2.5),良
2024,11,4, 北京市 ,北京,4 ,12 ,3 ,16 ,0.24 ,48 ,6 ,12 ,6 ,20 ,3 ,24 ,24 ,,优
2024,11,5, 北京市 ,北京,16 ,41 ,3 ,35 ,0.42 ,41 ,23 ,41 ,10 ,44 ,3 ,20 ,44 ,,优
2024,11,6, 北京市 ,北京,31 ,62 ,4 ,45 ,0.57 ,37 ,44 ,56 ,14 ,56 ,4 ,18 ,56 ,颗粒物(PM10),良
2024,11,7, 北京市 ,北京,71 ,116 ,4 ,58 ,0.81 ,36 ,95 ,83 ,20 ,72 ,4 ,18 ,95 ,细颗粒物(PM2.5),良
2024,11,8, 北京市 ,北京,115 ,165 ,4 ,57 ,0.87 ,55 ,150 ,108 ,22 ,71 ,4 ,28 ,150 ,细颗粒物(PM2.5),轻度污染
2024,11,9, 北京市 ,北京,122 ,159 ,4 ,50 ,0.87 ,60 ,160 ,104 ,22 ,62 ,4 ,30 ,160 ,细颗粒物(PM2.5),中度污染
2024,11,10, 北京市 ,北京,91 ,115 ,3 ,34 ,0.69 ,70 ,120 ,82 ,17 ,42 ,3 ,35 ,120 ,细颗粒物(PM2.5),轻度污染
2024,11,11, 北京市 ,北京,54 ,83 ,3 ,39 ,0.84 ,23 ,74 ,66 ,21 ,49 ,3 ,12 ,74 ,细颗粒物(PM2.5),良
2024,11,12, 北京市 ,北京,65 ,100 ,3 ,35 ,0.74 ,48 ,88 ,75 ,18 ,44 ,3 ,24 ,88 ,细颗粒物(PM2.5),良
2024,11,13, 北京市 ,北京,58 ,82 ,3 ,38 ,0.87 ,19 ,79 ,66 ,22 ,48 ,3 ,10 ,79 ,细颗粒物(PM2.5),良
2024,11,14, 北京市 ,北京,38 ,44 ,3 ,34 ,0.83 ,42 ,54 ,44 ,21 ,42 ,3 ,21 ,54 ,细颗粒物(PM2.5),良
2024,11,15, 北京市 ,北京,51 ,71 ,3 ,40 ,0.91 ,30 ,70 ,60 ,23 ,50 ,3 ,15 ,70 ,细颗粒物(PM2.5),良
2024,11,16, 北京市 ,北京,17 ,41 ,3 ,20 ,0.35 ,66 ,24 ,41 ,9 ,25 ,3 ,33 ,41 ,,优
2024,11,17, 北京市 ,北京,7 ,28 ,3 ,19 ,0.23 ,60 ,10 ,28 ,6 ,24 ,3 ,30 ,30 ,,优
2024,11,18, 北京市 ,北京,16 ,42 ,4 ,31 ,0.48 ,31 ,23 ,42 ,12 ,39 ,4 ,16 ,42 ,,优
2024,11,19, 北京市 ,北京,36 ,69 ,3 ,40 ,0.62 ,22 ,51 ,60 ,16 ,50 ,3 ,11 ,60 ,颗粒物(PM10),良
2024,11,20, 北京市 ,北京,46 ,78 ,3 ,40 ,0.64 ,40 ,64 ,64 ,16 ,50 ,3 ,20 ,64 ,细颗粒物(PM2.5),良
2024,11,21, 北京市 ,北京,11 ,21 ,3 ,26 ,0.31 ,60 ,16 ,21 ,8 ,32 ,3 ,30 ,32 ,,优
2024,11,22, 北京市 ,北京,12 ,33 ,3 ,36 ,0.43 ,46 ,17 ,33 ,11 ,45 ,3 ,23 ,45 ,,优
2024,11,23, 北京市 ,北京,31 ,56 ,4 ,30 ,0.61 ,40 ,44 ,53 ,15 ,38 ,4 ,20 ,53 ,颗粒物(PM10),良
2024,11,24, 北京市 ,北京,67 ,102 ,4 ,44 ,0.88 ,18 ,90 ,76 ,22 ,55 ,4 ,9 ,90 ,细颗粒物(PM2.5),良
2024,11,25, 北京市 ,北京,27 ,40 ,3 ,19 ,0.41 ,63 ,39 ,40 ,10 ,24 ,3 ,32 ,40 ,,优
2024,11,26, 北京市 ,北京,2 ,9 ,3 ,5 ,0.22 ,63 ,3 ,9 ,6 ,6 ,3 ,32 ,32 ,,优
2024,11,27, 北京市 ,北京,4 ,17 ,3 ,5 ,0.19 ,60 ,6 ,17 ,5 ,6 ,3 ,30 ,30 ,,优
2024,11,28, 北京市 ,北京,6 ,19 ,3 ,8 ,0.18 ,58 ,9 ,19 ,4 ,10 ,3 ,29 ,29 ,,优
2024,11,29, 北京市 ,北京,12 ,29 ,3 ,29 ,0.30 ,61 ,17 ,29 ,8 ,36 ,3 ,30 ,36 ,,优
2024,11,30, 北京市 ,北京,20 ,46 ,3 ,44 ,0.52 ,37 ,29 ,46 ,13 ,55 ,3 ,18 ,55 ,二氧化氮(NO2),良
2024,12,1, 北京市 ,北京,26 ,55 ,4 ,35 ,0.50 ,52 ,37 ,52 ,12 ,44 ,4 ,26 ,52 ,颗粒物(PM10),良
2024,12,2, 北京市 ,北京,5 ,14 ,3 ,12 ,0.25 ,63 ,7 ,14 ,6 ,15 ,3 ,32 ,32 ,,优
2024,12,3, 北京市 ,北京,15 ,37 ,3 ,31 ,0.36 ,49 ,21 ,37 ,9 ,39 ,3 ,24 ,39 ,,优
2024,12,4, 北京市 ,北京,16 ,35 ,3 ,30 ,0.35 ,48 ,23 ,35 ,9 ,38 ,3 ,24 ,38 ,,优
2024,12,5, 北京市 ,北京,9 ,24 ,3 ,16 ,0.25 ,60 ,13 ,24 ,6 ,20 ,3 ,30 ,30 ,,优
2024,12,6, 北京市 ,北京,10 ,22 ,3 ,21 ,0.27 ,56 ,14 ,22 ,7 ,26 ,3 ,28 ,28 ,,优
2024,12,7, 北京市 ,北京,6 ,15 ,3 ,7 ,0.22 ,61 ,9 ,15 ,6 ,9 ,3 ,30 ,30 ,,优
2024,12,8, 北京市 ,北京,13 ,29 ,3 ,28 ,0.34 ,51 ,19 ,29 ,8 ,35 ,3 ,26 ,35 ,,优
2024,12,9, 北京市 ,北京,22 ,47 ,4 ,42 ,0.54 ,35 ,31 ,47 ,14 ,52 ,4 ,18 ,52 ,二氧化氮(NO2),良
2024,12,10, 北京市 ,北京,20 ,38 ,3 ,35 ,0.44 ,47 ,29 ,38 ,11 ,44 ,3 ,24 ,44 ,,优
2024,12,11, 北京市 ,北京,23 ,42 ,4 ,33 ,0.49 ,47 ,33 ,42 ,12 ,41 ,4 ,24 ,42 ,,优
2024,12,12, 北京市 ,北京,43 ,76 ,4 ,49 ,0.73 ,15 ,60 ,63 ,18 ,61 ,4 ,8 ,63 ,颗粒物(PM10),良
2024,12,13, 北京市 ,北京,9 ,24 ,3 ,9 ,0.23 ,57 ,13 ,24 ,6 ,11 ,3 ,28 ,28 ,,优
2024,12,14, 北京市 ,北京,10 ,27 ,3 ,18 ,0.28 ,64 ,14 ,27 ,7 ,22 ,3 ,32 ,32 ,,优
2024,12,15, 北京市 ,北京,13 ,36 ,3 ,25 ,0.34 ,59 ,19 ,36 ,8 ,31 ,3 ,30 ,36 ,,优
2024,12,16, 北京市 ,北京,15 ,35 ,3 ,32 ,0.40 ,57 ,21 ,35 ,10 ,40 ,3 ,28 ,40 ,,优
2024,12,17, 北京市 ,北京,7 ,16 ,3 ,12 ,0.25 ,66 ,10 ,16 ,6 ,15 ,3 ,33 ,33 ,,优
2024,12,18, 北京市 ,北京,8 ,18 ,3 ,16 ,0.28 ,65 ,11 ,18 ,7 ,20 ,3 ,32 ,32 ,,优
2024,12,19, 北京市 ,北京,26 ,49 ,3 ,45 ,0.49 ,30 ,37 ,49 ,12 ,56 ,3 ,15 ,56 ,二氧化氮(NO2),良
2024,12,20, 北京市 ,北京,22 ,41 ,3 ,24 ,0.39 ,61 ,31 ,41 ,10 ,30 ,3 ,30 ,41 ,,优
2024,12,21, 北京市 ,北京,7 ,17 ,2 ,7 ,0.25 ,63 ,10 ,17 ,6 ,9 ,2 ,32 ,32 ,,优
2024,12,22, 北京市 ,北京,14 ,29 ,3 ,29 ,0.39 ,50 ,20 ,29 ,10 ,36 ,3 ,25 ,36 ,,优
2024,12,23, 北京市 ,北京,21 ,42 ,3 ,40 ,0.55 ,50 ,30 ,42 ,14 ,50 ,3 ,25 ,50 ,,优
2024,12,24, 北京市 ,北京,45 ,78 ,5 ,59 ,0.82 ,,62 ,64 ,20 ,74 ,5 ,,,,
2024,12,25, 北京市 ,北京,32 ,68 ,3 ,32 ,0.56 ,,46 ,59 ,14 ,40 ,3 ,,,,
2024,12,26, 北京市 ,北京,10 ,25 ,3 ,14 ,0.25 ,59 ,14 ,25 ,6 ,18 ,3 ,30 ,30 ,,优
2024,12,27, 北京市 ,北京,7 ,19 ,3 ,5 ,0.21 ,61 ,10 ,19 ,5 ,6 ,3 ,30 ,30 ,,优
2024,12,28, 北京市 ,北京,14 ,43 ,3 ,26 ,0.33 ,57 ,20 ,43 ,8 ,32 ,3 ,28 ,43 ,,优
2024,12,29, 北京市 ,北京,33 ,76 ,4 ,54 ,0.61 ,24 ,47 ,63 ,15 ,68 ,4 ,12 ,68 ,二氧化氮(NO2),良
2024,12,30, 北京市 ,北京,23 ,84 ,3 ,17 ,0.33 ,73 ,33 ,67 ,8 ,21 ,3 ,36 ,67 ,颗粒物(PM10),良
2024,12,31, 北京市 ,北京,22 ,53 ,3 ,38 ,0.47 ,47 ,31 ,52 ,12 ,48 ,3 ,24 ,52 ,颗粒物(PM10),良
2025,1,1, 北京市 ,北京,22 ,47 ,3 ,35 ,0.53 ,48 ,31 ,47 ,13 ,44 ,3 ,24 ,47 ,,优
2025,1,2, 北京市 ,北京,9 ,21 ,3 ,16 ,0.30 ,64 ,13 ,21 ,8 ,20 ,3 ,32 ,32 ,,优
2025,1,3, 北京市 ,北京,15 ,37 ,3 ,32 ,0.37 ,49 ,21 ,37 ,9 ,40 ,3 ,24 ,40 ,,优
2025,1,4, 北京市 ,北京,29 ,58 ,4 ,50 ,0.57 ,31 ,41 ,54 ,14 ,62 ,4 ,16 ,62 ,二氧化氮(NO2),良
2025,1,5, 北京市 ,北京,19 ,46 ,3 ,24 ,0.40 ,69 ,27 ,46 ,10 ,30 ,3 ,34 ,46 ,,优
2025,1,6, 北京市 ,北京,6 ,15 ,2 ,11 ,0.26 ,59 ,9 ,15 ,6 ,14 ,2 ,30 ,30 ,,优
2025,1,7, 北京市 ,北京,4 ,13 ,2 ,8 ,0.23 ,57 ,6 ,13 ,6 ,10 ,2 ,28 ,28 ,,优
2025,1,8, 北京市 ,北京,4 ,15 ,2 ,4 ,0.21 ,65 ,6 ,15 ,5 ,5 ,2 ,32 ,32 ,,优
2025,1,9, 北京市 ,北京,7 ,16 ,2 ,11 ,0.25 ,62 ,10 ,16 ,6 ,14 ,2 ,31 ,31 ,,优
2025,1,10, 北京市 ,北京,11 ,22 ,3 ,24 ,0.36 ,55 ,16 ,22 ,9 ,30 ,3 ,28 ,30 ,,优
2025,1,11, 北京市 ,北京,19 ,35 ,3 ,31 ,0.45 ,45 ,27 ,35 ,11 ,39 ,3 ,22 ,39 ,,优
2025,1,12, 北京市 ,北京,16 ,31 ,2 ,18 ,0.33 ,59 ,23 ,31 ,8 ,22 ,2 ,30 ,31 ,,优
2025,1,13, 北京市 ,北京,24 ,47 ,3 ,35 ,0.49 ,50 ,34 ,47 ,12 ,44 ,3 ,25 ,47 ,,优
2025,1,14, 北京市 ,北京,7 ,22 ,3 ,8 ,0.27 ,57 ,10 ,22 ,7 ,10 ,3 ,28 ,28 ,,优
2025,1,15, 北京市 ,北京,12 ,30 ,3 ,21 ,0.37 ,47 ,17 ,30 ,9 ,26 ,3 ,24 ,30 ,,优
2025,1,16, 北京市 ,北京,18 ,50 ,3 ,26 ,0.42 ,57 ,26 ,50 ,10 ,32 ,3 ,28 ,50 ,,优
2025,1,17, 北京市 ,北京,36 ,77 ,5 ,50 ,0.72 ,33 ,51 ,64 ,18 ,62 ,5 ,16 ,64 ,颗粒物(PM10),良
2025,1,18, 北京市 ,北京,51 ,89 ,6 ,57 ,0.89 ,34 ,70 ,70 ,22 ,71 ,6 ,17 ,71 ,二氧化氮(NO2),良
2025,1,19, 北京市 ,北京,17 ,35 ,4 ,27 ,0.41 ,70 ,24 ,35 ,10 ,34 ,4 ,35 ,35 ,,优
2025,1,20, 北京市 ,北京,35 ,64 ,5 ,49 ,0.65 ,38 ,50 ,57 ,16 ,61 ,5 ,19 ,61 ,二氧化氮(NO2),良
2025,1,21, 北京市 ,北京,24 ,42 ,4 ,31 ,0.52 ,65 ,34 ,42 ,13 ,39 ,4 ,32 ,42 ,,优
2025,1,22, 北京市 ,北京,35 ,57 ,6 ,35 ,0.74 ,55 ,50 ,54 ,18 ,44 ,6 ,28 ,54 ,颗粒物(PM10),良
2025,1,23, 北京市 ,北京,58 ,83 ,4 ,42 ,0.84 ,48 ,79 ,66 ,21 ,52 ,4 ,24 ,79 ,细颗粒物(PM2.5),良
2025,1,24, 北京市 ,北京,85 ,112 ,5 ,38 ,1.03 ,71 ,112 ,81 ,26 ,48 ,5 ,36 ,112 ,细颗粒物(PM2.5),轻度污染
2025,1,25, 北京市 ,北京,106 ,135 ,5 ,37 ,1.27 ,61 ,139 ,92 ,32 ,46 ,5 ,30 ,139 ,细颗粒物(PM2.5),轻度污染
2025,1,26, 北京市 ,北京,38 ,133 ,3 ,11 ,0.43 ,65 ,54 ,92 ,11 ,14 ,3 ,32 ,92 ,颗粒物(PM10),良
2025,1,27, 北京市 ,北京,4 ,18 ,4 ,5 ,0.30 ,64 ,6 ,18 ,8 ,6 ,4 ,32 ,32 ,,优
2025,1,28, 北京市 ,北京,15 ,24 ,4 ,8 ,0.36 ,69 ,21 ,24 ,9 ,10 ,4 ,34 ,34 ,,优
2025,1,29, 北京市 ,北京,69 ,84 ,7 ,14 ,0.50 ,62 ,92 ,67 ,12 ,18 ,7 ,31 ,92 ,细颗粒物(PM2.5),良
2025,1,30, 北京市 ,北京,39 ,49 ,5 ,11 ,0.62 ,65 ,55 ,49 ,16 ,14 ,5 ,32 ,55 ,细颗粒物(PM2.5),良
2025,1,31, 北京市 ,北京,55 ,69 ,4 ,15 ,0.75 ,60 ,75 ,60 ,19 ,19 ,4 ,30 ,75 ,细颗粒物(PM2.5),良
2025,2,1, 北京市 ,北京,64 ,81 ,4 ,17 ,0.99 ,50 ,86 ,66 ,25 ,21 ,4 ,25 ,86 ,细颗粒物(PM2.5),良
2025,2,2, 北京市 ,北京,35 ,45 ,3 ,12 ,0.58 ,78 ,50 ,45 ,14 ,15 ,3 ,39 ,50 ,,优
2025,2,3, 北京市 ,北京,4 ,9 ,3 ,4 ,0.30 ,76 ,6 ,9 ,8 ,5 ,3 ,38 ,38 ,,优
2025,2,4, 北京市 ,北京,7 ,16 ,3 ,6 ,0.33 ,70 ,10 ,16 ,8 ,8 ,3 ,35 ,35 ,,优
2025,2,5, 北京市 ,北京,9 ,23 ,3 ,7 ,0.34 ,73 ,13 ,23 ,8 ,9 ,3 ,36 ,36 ,,优
2025,2,6, 北京市 ,北京,11 ,61 ,4 ,7 ,0.30 ,70 ,16 ,56 ,8 ,9 ,4 ,35 ,56 ,颗粒物(PM10),良
2025,2,7, 北京市 ,北京,5 ,22 ,4 ,3 ,0.31 ,72 ,7 ,22 ,8 ,4 ,4 ,36 ,36 ,,优
2025,2,8, 北京市 ,北京,7 ,14 ,4 ,6 ,0.30 ,73 ,10 ,14 ,8 ,8 ,4 ,36 ,36 ,,优
2025,2,9, 北京市 ,北京,12 ,19 ,4 ,17 ,0.40 ,63 ,17 ,19 ,10 ,21 ,4 ,32 ,32 ,,优
